Rank,Title,Genre,Description,Director,Actors,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore
650,,"Action,Comedy,Fantasy","Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.",Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne",-9999999,104,5.6,44111,7.79,30.0
-9999999,Sweeney Todd: The Demon Barber of Fleet Street,"Drama,Horror,Musical","The infamous story of Benjamin Barker, a.k.a. Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",Tim Burton,"Johnny Depp, Helena Bonham Carter, Alan Rickman,Timothy Spall",-9999999,116,7.4,296289,52.88,83.0
652,Solace,,A psychic works with the FBI in order to hunt down a serial killer.,Afonso Poyart,"Anthony Hopkins, Jeffrey Dean Morgan, Abbie Cornish, Colin Farrell",-9999999,101,6.4,-9999999,,36.0
653,,"Horror,Mystery,Thriller",A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,James Wan,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",2010,103,6.8,-9999999,53.99,52.0
654,,"Comedy,Music","When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.",Akiva Schaffer,"Andy Samberg, Jorma Taccone,Akiva Schaffer, Sarah Silverman",2016,87,6.7,-9999999,9.39,68.0
655,The Levelling,Drama,"Somerset, October 2014. When Clover Catto (Ellie Kendrick) receives a call telling her that her younger brother Harry (Joe Blakemore) is dead, she must return to her family farm and face ... See full summary ",Hope Dickson Leach,"Ellie Kendrick, David Troughton, Jack Holden,Joe Blakemore",2016,-9999999,6.4,482,,82.0
-9999999,,,,,"Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke",2009,-9999999,7.0,240323,97.03,70.0
657,,Drama,,Richard Linklater,"Ellar Coltrane, Patricia Arquette, Ethan Hawke,Elijah Smith",2014,165,7.9,286722,25.36,100.0
-9999999,,,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",Jonathan Liebesman,"Megan Fox, Will Arnett, William Fichtner, Noel Fisher",-9999999,101,5.9,178527,190.87,31.0
659,Eastern Promises,"Crime,Drama,Mystery",,David Cronenberg,,2007,100,7.7,198006,17.11,82.0
660,The Daughter,Drama,"The story follows a man who returns home to discover a long-buried family secret, and whose attempts to put things right threaten the lives of those he left home years before.",Simon Stone,"Geoffrey Rush, Nicholas Hope, Sam Neill, Ewen Leslie",-9999999,-9999999,6.7,2798,0.03,62.0
661,Pineapple Express,"Action,Comedy,Crime",A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,,"Seth Rogen, James Franco, Gary Cole, Danny McBride",2008,111,7.0,267872,87.34,64.0
662,The First Time,"Comedy,Drama,Romance",A shy senior and a down-to-earth junior fall in love over one weekend.,Jon Kasdan,"Dylan O'Brien, Britt Robertson, Victoria Justice, James Frecheville",2012,95,6.9,-9999999,0.02,55.0
-9999999,,,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",,,-9999999,114,7.7,206707,20.3,72.0
664,The Heat,"Action,Comedy,Crime",An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.,Paul Feig,"Sandra Bullock, Michael McDonald, Melissa McCarthy,Demin Bichir",2013,-9999999,6.6,-9999999,159.58,60.0
665,,Drama,,Mia Hansen-Lve,,2016,102,7.1,5796,0.28,88.0
666,Anna Karenina,,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",Joe Wright,"Keira Knightley, Jude Law, Aaron Taylor-Johnson,Matthew Macfadyen",2012,129,6.6,75291,12.8,63.0
667,Regression,"Crime,Drama,Mystery",,Alejandro Amenbar,"Ethan Hawke, David Thewlis, Emma Watson,Dale Dickey",2015,106,5.7,26320,0.05,32.0
668,Ted 2,"Adventure,Comedy,Romance",,Seth MacFarlane,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",2015,115,6.3,136323,81.26,48.0
-9999999,Pain  Gain,"Comedy,Crime,Drama",,,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie,Tony Shalhoub",-9999999,-9999999,6.5,168875,49.87,45.0
670,Blood Diamond,,,,,2006,143,8.0,422014,57.37,64.0
671,Devil's Knot,,The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.,Atom Egoyan,"Colin Firth, Reese Witherspoon, Alessandro Nivola,James Hamrick",-9999999,-9999999,6.1,15514,,42.0
672,,"Crime,Drama,Thriller",A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,Daniel Espinosa,,2015,137,6.5,47703,1.21,41.0
673,The Hurt Locker,"Drama,History,Thriller","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",,"Jeremy Renner, Anthony Mackie, Brian Geraghty,Guy Pearce",-9999999,131,7.6,-9999999,15.7,94.0
674,Green Lantern,"Action,Adventure,Sci-Fi","Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",,"Ryan Reynolds, Blake Lively, Peter Sarsgaard,Mark Strong",2011,114,5.6,-9999999,116.59,39.0
-9999999,War on Everyone,"Action,Comedy",,John Michael McDonagh,"Alexander Skarsgrd, Michael Pea, Theo James, Tessa Thompson",2016,98,5.9,9285,,50.0
676,The Mist,Horror,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",Frank Darabont,"Thomas Jane, Marcia Gay Harden, Laurie Holden,Andre Braugher",2007,126,7.2,-9999999,25.59,58.0
677,Escape Plan,"Action,Crime,Mystery","When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",Mikael Hfstrm,,2013,115,6.7,188004,25.12,49.0
678,"Love, Rosie",,"Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another...or could they? When it comes to love, life and making the right choices, these two are their own worst enemies.",,"Lily Collins, Sam Claflin, Christian Cooke, Jaime Winstone",2014,-9999999,7.2,80415,0.01,44.0
-9999999,,,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.",Ari Sandel,"Mae Whitman, Bella Thorne, Robbie Amell, Allison Janney",2015,101,6.5,-9999999,34.02,56.0
680,,"Action,Drama,Thriller",Japanese agents close in as members of the Korean resistance plan an attack in 1920's Seoul.,Jee-woon Kim,"Byung-hun Lee, Yoo Gong, Kang-ho Song, Ji-min Han",-9999999,140,7.2,2403,0.54,78.0
681,The Hunger Games: Mockingjay - Part 1,"Action,Adventure,Sci-Fi","Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",2014,123,6.7,331902,337.1,64.0
-9999999,We Need to Talk About Kevin,"Drama,Mystery,Thriller","Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",Lynne Ramsay,"Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell",2011,112,7.5,104953,1.74,68.0
683,Love  Friendship,,"Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally.",,,2016,-9999999,6.5,16164,14.01,87.0
-9999999,The Mortal Instruments: City of Bones,,,Harald Zwart,"Lily Collins, Jamie Campbell Bower, Robert Sheehan,Jemima West",2013,130,5.9,112313,31.17,33.0
-9999999,Seven Pounds,"Drama,Romance",A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,Gabriele Muccino,"Will Smith, Rosario Dawson, Woody Harrelson,Michael Ealy",2008,-9999999,7.7,-9999999,69.95,36.0
-9999999,The King's Speech,"Biography,Drama","The story of King George VI of the United Kingdom of Great Britain and Northern Ireland, his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it.",Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter,Derek Jacobi",-9999999,-9999999,8.0,534388,138.8,88.0
-9999999,Hunger,,Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,,"Stuart Graham, Laine Megaw, Brian Milligan, Liam McMahon",2008,96,7.6,54486,0.15,82.0
688,Jumper,,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,Doug Liman,"Hayden Christensen, Samuel L. Jackson, Jamie Bell,Rachel Bilson",2008,88,6.1,252503,80.17,35.0
-9999999,,"Animation,Adventure,Comedy","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty",-9999999,103,8.3,586669,414.98,92.0
-9999999,Tinker Tailor Soldier Spy,"Drama,Mystery,Thriller","In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6.",Tomas Alfredson,"Gary Oldman, Colin Firth, Tom Hardy, Mark Strong",2011,122,7.1,157053,24.1,85.0
-9999999,,,,,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer",2012,-9999999,5.4,114144,42.35,39.0
-9999999,Dear Zindagi,,,Gauri Shinde,"Alia Bhatt, Shah Rukh Khan, Kunal Kapoor, Priyanka Moodley",2016,-9999999,7.8,23540,1.4,56.0
693,Genius,"Biography,Drama","A chronicle of Max Perkins's time as the book editor at Scribner, where he oversaw works by Thomas Wolfe, Ernest Hemingway, F. Scott Fitzgerald and others.",Michael Grandage,"Colin Firth, Jude Law, Nicole Kidman, Laura Linney",2016,-9999999,6.5,10708,1.36,
694,Pompeii,"Action,Adventure,Drama",,Paul W.S. Anderson,,-9999999,-9999999,5.5,90188,23.22,39.0
695,Life of Pi,"Adventure,Drama,Fantasy","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",Ang Lee,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu",2012,127,7.9,471109,124.98,79.0
-9999999,Hachi: A Dog's Tale,"Drama,Family",A college professor's bond with the abandoned dog he takes into his home.,,"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa,Sarah Roemer",2009,93,8.1,-9999999,,61.0
697,10 Years,"Comedy,Drama,Romance","The night before their high school reunion, a group of friends realize they still haven't quite grown up in some ways.",Jamie Linden,"Channing Tatum, Rosario Dawson, Chris Pratt, Jenna Dewan Tatum",2011,100,6.1,19636,0.2,
698,I Origins,"Drama,Romance,Sci-Fi",,,"Michael Pitt, Steven Yeun, Astrid Bergs-Frisbey, Brit Marling",2014,106,7.3,86271,0.33,57.0
-9999999,Live Free or Die Hard,"Action,Adventure,Thriller",,Len Wiseman,,2007,128,7.2,347567,134.52,69.0
700,The Matchbreaker,"Comedy,Romance","When an idealistic romantic gets fired from his day job, he is offered a ""one-time gig"" to break up a girl's relationship for her disapproving parents. This ""one-time"" gig spreads through ... See full summary ",,,2016,-9999999,5.5,1427,,44.0
-9999999,Funny Games,"Crime,Drama,Horror",,Michael Haneke,,-9999999,111,6.5,73835,1.29,
-9999999,,"Comedy,Fantasy","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",,,-9999999,-9999999,7.0,494641,218.63,62.0
703,RED,"Action,Comedy,Crime",,Robert Schwentke,"Bruce Willis, Helen Mirren, Morgan Freeman,Mary-Louise Parker",2010,111,7.1,250012,90.36,60.0
704,Australia,"Adventure,Drama,Romance",,Baz Luhrmann,"Nicole Kidman, Hugh Jackman, Shea Adams, Eddie Baroo",2008,165,6.6,106115,49.55,53.0
705,,"Action,Crime,Drama",An ex-con gets on a series of apparently unrelated killings. He gets tracked by a veteran cop with secrets of his own and an egocentric hit man.,,"Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez",2010,98,6.5,83788,23.23,44.0
-9999999,The Neighbor,"Crime,Horror,Thriller","Set in Cutter Mississippi, the film follows a man who discovers the dark truth about his neighbor and the secrets he may be keeping in the cellar.",,"Josh Stewart, Bill Engvall, Alex Essoe, Ronnie Gene Blevins",2016,-9999999,5.8,-9999999,,60.0
-9999999,,"Romance,Sci-Fi,Thriller",The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,,"Matt Damon, Emily Blunt, Lisa Thoreson, Florence Kastriner",2011,-9999999,7.1,208632,62.45,
708,,,A man returns to his small hometown after learning that his mother has fallen ill and is about to undergo surgery.,John Krasinski,"Sharlto Copley, Charlie Day, Richard Jenkins, Anna Kendrick",2016,88,6.5,5908,1.02,53.0
709,,,,David Dobkin,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",2014,-9999999,7.4,146812,47.11,48.0
710,Closed Circuit,"Crime,Drama,Mystery",A high-profile terrorism case unexpectedly binds together two ex-lovers on the defense team - testing the limits of their loyalties and placing their lives in jeopardy.,John Crowley,,2013,-9999999,6.2,18437,5.73,50.0
711,,,,Michael Bay,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",-9999999,150,6.0,335757,402.08,35.0
712,La tortue rouge,,,Michael Dudok de Wit,"Emmanuel Garijo, Tom Hudson, Baptiste Goy, Axel Devillers",2016,80,7.6,11482,0.92,86.0
-9999999,The Book of Life,,,,"Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman",2014,95,7.3,50388,50.15,67.0
-9999999,,,"Twins journey to the Middle East to discover their family history, and fulfill their mother's last wishes.",Denis Villeneuve,"Lubna Azabal, Mlissa Dsormeaux-Poulin, Maxim Gaudette, Mustafa Kamel",2010,131,8.2,92863,6.86,80.0
-9999999,The Heartbreak Kid,"Comedy,Romance",A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.,Bobby Farrelly,"Ben Stiller, Michelle Monaghan,Malin Akerman, Jerry Stiller",-9999999,116,5.8,-9999999,36.77,46.0
716,,"Animation,Comedy,Family",,George Miller,,-9999999,108,6.5,-9999999,197.99,77.0
717,Entourage,,,Doug Ellin,"Adrian Grenier, Kevin Connolly, Jerry Ferrara, Kevin Dillon",-9999999,-9999999,6.6,64557,32.36,38.0
718,The Strangers,"Horror,Mystery,Thriller",A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,Bryan Bertino,,2008,86,6.2,96718,52.53,47.0
-9999999,Noah,"Action,Adventure,Drama",A man is chosen by his world's creator to undertake a momentous mission before an apocalyptic flood cleanses the world.,,"Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson",2014,138,5.8,-9999999,101.16,68.0
-9999999,,Comedy,,Nicholas Stoller,"Seth Rogen, Rose Byrne, Zac Efron, Lisa Kudrow",2014,97,6.4,236500,150.06,68.0
721,Nymphomaniac: Vol. II,Drama,"The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care.",Lars von Trier,"Charlotte Gainsbourg, Stellan Skarsgrd, Willem Dafoe, Jamie Bell",2013,123,6.7,65824,0.33,60.0
