Rank,Title,Genre,Description,Director,Actors,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore
650,,,,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne",-9999999,-9999999,5.6,-9999999,7.79,30.0
651,Sweeney Todd: The Demon Barber of Fleet Street,,"The infamous story of Benjamin Barker, a.k.a. Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",,,-9999999,-9999999,7.4,-9999999,52.88,83.0
-9999999,Solace,"Crime,Drama,Mystery",,Afonso Poyart,"Anthony Hopkins, Jeffrey Dean Morgan, Abbie Cornish, Colin Farrell",-9999999,101,6.4,36300,,36.0
-9999999,,"Horror,Mystery,Thriller",A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye",2010,-9999999,6.8,-9999999,53.99,52.0
654,,,"When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.",,,2016,-9999999,6.7,-9999999,9.39,68.0
655,The Levelling,Drama,"Somerset, October 2014. When Clover Catto (Ellie Kendrick) receives a call telling her that her younger brother Harry (Joe Blakemore) is dead, she must return to her family farm and face ... See full summary ",,"Ellie Kendrick, David Troughton, Jack Holden,Joe Blakemore",2016,83,6.4,-9999999,,82.0
656,,"Biography,Crime,Drama","The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",Michael Mann,"Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke",2009,-9999999,7.0,240323,97.03,70.0
657,Boyhood,Drama,"The life of Mason, from early childhood to his arrival at college.",,"Ellar Coltrane, Patricia Arquette, Ethan Hawke,Elijah Smith",-9999999,-9999999,7.9,286722,25.36,100.0
-9999999,,,,Jonathan Liebesman,"Megan Fox, Will Arnett, William Fichtner, Noel Fisher",-9999999,101,5.9,-9999999,190.87,31.0
659,Eastern Promises,"Crime,Drama,Mystery",,David Cronenberg,,2007,-9999999,7.7,198006,17.11,82.0
-9999999,The Daughter,,,Simon Stone,,-9999999,-9999999,6.7,2798,0.03,62.0
-9999999,,"Action,Comedy,Crime",A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,,,2008,-9999999,7.0,-9999999,87.34,64.0
-9999999,The First Time,"Comedy,Drama,Romance",,Jon Kasdan,"Dylan O'Brien, Britt Robertson, Victoria Justice, James Frecheville",-9999999,-9999999,6.9,-9999999,0.02,55.0
-9999999,,"Crime,Drama,Mystery","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",Ben Affleck,,-9999999,-9999999,7.7,206707,20.3,72.0
664,,,An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.,,,2013,-9999999,6.6,-9999999,159.58,60.0
-9999999,L'avenir,,,,"Isabelle Huppert, Andr Marcon, Roman Kolinka,Edith Scob",-9999999,102,7.1,5796,0.28,88.0
666,,,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",Joe Wright,,-9999999,-9999999,6.6,75291,12.8,63.0
-9999999,,"Crime,Drama,Mystery",,,"Ethan Hawke, David Thewlis, Emma Watson,Dale Dickey",2015,-9999999,5.7,26320,0.05,32.0
-9999999,Ted 2,,,,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",2015,115,6.3,-9999999,81.26,48.0
-9999999,Pain  Gain,,A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,Michael Bay,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie,Tony Shalhoub",-9999999,-9999999,6.5,-9999999,49.87,45.0
-9999999,Blood Diamond,"Adventure,Drama,Thriller","A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",Edward Zwick,,-9999999,143,8.0,-9999999,57.37,64.0
-9999999,,,,,,2013,114,6.1,-9999999,,42.0
672,,,,,"Tom Hardy, Gary Oldman, Noomi Rapace, Joel Kinnaman",2015,-9999999,6.5,47703,1.21,41.0
673,The Hurt Locker,"Drama,History,Thriller",,Kathryn Bigelow,"Jeremy Renner, Anthony Mackie, Brian Geraghty,Guy Pearce",2008,131,7.6,-9999999,15.7,94.0
-9999999,Green Lantern,,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",,,-9999999,114,5.6,-9999999,116.59,39.0
675,War on Everyone,,,,,2016,-9999999,5.9,9285,,50.0
-9999999,The Mist,Horror,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",,"Thomas Jane, Marcia Gay Harden, Laurie Holden,Andre Braugher",-9999999,126,7.2,-9999999,25.59,58.0
-9999999,,,,,,-9999999,-9999999,6.7,188004,25.12,49.0
678,,"Comedy,Romance",,,,2014,102,7.2,80415,0.01,44.0
679,The DUFF,,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.",,,-9999999,-9999999,6.5,57874,34.02,56.0
680,The Age of Shadows,,,,,-9999999,-9999999,7.2,-9999999,0.54,78.0
681,The Hunger Games: Mockingjay - Part 1,"Action,Adventure,Sci-Fi","Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",-9999999,-9999999,6.7,331902,337.1,64.0
-9999999,,"Drama,Mystery,Thriller","Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",Lynne Ramsay,"Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell",2011,-9999999,7.5,104953,1.74,68.0
683,Love  Friendship,,"Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally.",,,-9999999,-9999999,6.5,16164,14.01,87.0
-9999999,,,,Harald Zwart,"Lily Collins, Jamie Campbell Bower, Robert Sheehan,Jemima West",-9999999,-9999999,5.9,-9999999,31.17,33.0
-9999999,Seven Pounds,"Drama,Romance",,Gabriele Muccino,,-9999999,-9999999,7.7,245144,69.95,36.0
-9999999,,"Biography,Drama",,Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter,Derek Jacobi",2010,118,8.0,-9999999,138.8,88.0
-9999999,Hunger,"Biography,Drama",Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,Steve McQueen,,2008,96,7.6,54486,0.15,82.0
688,,,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,,,2008,-9999999,6.1,-9999999,80.17,35.0
-9999999,Toy Story 3,,,Lee Unkrich,,-9999999,-9999999,8.3,586669,414.98,92.0
-9999999,Tinker Tailor Soldier Spy,"Drama,Mystery,Thriller",,Tomas Alfredson,"Gary Oldman, Colin Firth, Tom Hardy, Mark Strong",-9999999,-9999999,7.1,157053,24.1,85.0
691,,,,,,2012,96,5.4,-9999999,42.35,39.0
692,Dear Zindagi,"Drama,Romance",,Gauri Shinde,,2016,151,7.8,-9999999,1.4,56.0
693,Genius,"Biography,Drama",,,,2016,104,6.5,10708,1.36,
-9999999,,,,,,2014,-9999999,5.5,90188,23.22,39.0
-9999999,,,,Ang Lee,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu",2012,-9999999,7.9,-9999999,124.98,79.0
-9999999,,,A college professor's bond with the abandoned dog he takes into his home.,,"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa,Sarah Roemer",-9999999,93,8.1,177602,,61.0
697,10 Years,"Comedy,Drama,Romance",,Jamie Linden,"Channing Tatum, Rosario Dawson, Chris Pratt, Jenna Dewan Tatum",-9999999,100,6.1,-9999999,0.2,
-9999999,,"Drama,Romance,Sci-Fi",A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.,Mike Cahill,,-9999999,-9999999,7.3,86271,0.33,57.0
699,Live Free or Die Hard,"Action,Adventure,Thriller",John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,Len Wiseman,"Bruce Willis, Justin Long, Timothy Olyphant, Maggie Q",2007,-9999999,7.2,-9999999,134.52,69.0
700,,,"When an idealistic romantic gets fired from his day job, he is offered a ""one-time gig"" to break up a girl's relationship for her disapproving parents. This ""one-time"" gig spreads through ... See full summary ",,"Wesley Elder, Christina Grimmie, Osric Chau, Olan Rogers",-9999999,-9999999,5.5,1427,,44.0
-9999999,,,,Michael Haneke,,2007,111,6.5,-9999999,1.29,
-9999999,Ted,"Comedy,Fantasy","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",Seth MacFarlane,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale",2012,106,7.0,-9999999,218.63,62.0
703,RED,"Action,Comedy,Crime",,Robert Schwentke,,2010,-9999999,7.1,250012,90.36,60.0
704,,,,Baz Luhrmann,,-9999999,-9999999,6.6,-9999999,49.55,53.0
-9999999,,,An ex-con gets on a series of apparently unrelated killings. He gets tracked by a veteran cop with secrets of his own and an egocentric hit man.,,,-9999999,98,6.5,-9999999,23.23,44.0
-9999999,The Neighbor,"Crime,Horror,Thriller","Set in Cutter Mississippi, the film follows a man who discovers the dark truth about his neighbor and the secrets he may be keeping in the cellar.",,,2016,-9999999,5.8,4754,,60.0
707,The Adjustment Bureau,,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,George Nolfi,"Matt Damon, Emily Blunt, Lisa Thoreson, Florence Kastriner",2011,106,7.1,208632,62.45,
-9999999,,,,John Krasinski,,2016,88,6.5,5908,1.02,53.0
709,The Judge,,,David Dobkin,,2014,-9999999,7.4,-9999999,47.11,48.0
-9999999,,,,,"Eric Bana, Rebecca Hall, Jim Broadbent, Ciarn Hinds",2013,-9999999,6.2,18437,5.73,50.0
-9999999,Transformers: Revenge of the Fallen,"Action,Adventure,Sci-Fi","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",Michael Bay,,2009,-9999999,6.0,335757,402.08,35.0
-9999999,,,,,,2016,80,7.6,11482,0.92,86.0
713,The Book of Life,,,Jorge R. Gutirrez,,2014,-9999999,7.3,-9999999,50.15,67.0
-9999999,Incendies,,,Denis Villeneuve,,2010,-9999999,8.2,-9999999,6.86,80.0
-9999999,,"Comedy,Romance",A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.,Bobby Farrelly,,2007,116,5.8,-9999999,36.77,46.0
716,,,,George Miller,,-9999999,-9999999,6.5,141141,197.99,77.0
717,Entourage,,,,,2015,-9999999,6.6,64557,32.36,38.0
718,,"Horror,Mystery,Thriller",A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,,"Scott Speedman, Liv Tyler, Gemma Ward, Alex Fisher",-9999999,86,6.2,96718,52.53,47.0
719,Noah,,,,,-9999999,138,5.8,-9999999,101.16,68.0
-9999999,,Comedy,,,"Seth Rogen, Rose Byrne, Zac Efron, Lisa Kudrow",-9999999,97,6.4,-9999999,150.06,68.0
-9999999,Nymphomaniac: Vol. II,Drama,,Lars von Trier,,-9999999,123,6.7,65824,0.33,60.0
-9999999,Wild,,"A chronicle of one woman's 1,100-mile solo hike undertaken as a way to recover from a recent personal tragedy.",,"Reese Witherspoon, Laura Dern, Gaby Hoffmann,Michiel Huisman",2014,115,7.1,95553,37.88,76.0
-9999999,,,,,"Adam Sandler, Salma Hayek, Kevin James, Chris Rock",2010,102,6.0,-9999999,162.0,30.0
-9999999,,"Horror,Thriller",,,,-9999999,89,5.1,-9999999,20.75,47.0
-9999999,,,,Harald Zwart,,2010,140,6.2,127983,176.59,61.0
-9999999,,"Comedy,Fantasy,Horror","An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.",,,2012,-9999999,6.2,209326,79.71,55.0
727,Friends with Benefits,,,,,-9999999,-9999999,6.6,286543,55.8,63.0
728,,,,,"Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell",-9999999,110,7.6,-9999999,39.83,68.0
729,,,"A group of Iraq War veterans looks to clear their name with the U.S. military, who suspect the four men of committing a crime for which they were framed.",Joe Carnahan,,-9999999,117,6.8,219116,77.21,47.0
730,The Guest,Thriller,,Adam Wingard,"Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore",2014,100,6.7,71069,0.32,76.0
-9999999,The Internship,,,,,-9999999,-9999999,6.3,-9999999,44.67,42.0
-9999999,,,,Greg Mottola,"Simon Pegg, Nick Frost, Seth Rogen, Mia Stallard",-9999999,104,7.0,201707,37.37,57.0
-9999999,This Beautiful Fantastic,"Comedy,Drama,Fantasy",,,,-9999999,100,6.9,-9999999,,51.0
-9999999,,,,,,-9999999,-9999999,6.6,-9999999,217.54,46.0
735,Mr. Church,,"""Mr. Church"" tells the story of a unique friendship that develops when a little girl and her dying mother retain the services of a talented cook - Henry Joseph Church. What begins as a six month arrangement instead spans into fifteen years and creates a family bond that lasts forever.",,"Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel",-9999999,-9999999,7.7,16163,0.69,37.0
736,Hugo,,,Martin Scorsese,,-9999999,126,7.5,-9999999,73.82,83.0
-9999999,The Blackcoat's Daughter,,Two girls must battle a mysterious evil force when they get left behind at their boarding school over winter break.,,"Emma Roberts, Kiernan Shipka, Lauren Holly, Lucy Boynton",2015,-9999999,5.6,-9999999,0.02,68.0
738,,"Action,Drama,Romance",A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.,,,2008,-9999999,7.1,-9999999,39.38,57.0
739,Knight of Cups,,,,"Christian Bale, Cate Blanchett, Natalie Portman,Brian Dennehy",-9999999,-9999999,5.7,17439,0.56,53.0
740,,"Action,Adventure,Fantasy","In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.",Rob Cohen,"Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh",-9999999,112,5.2,124554,102.18,31.0
741,,,,Ben Falcone,,2016,-9999999,5.4,-9999999,63.03,40.0
-9999999,,"Action,Biography,Drama",The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,Jonathan Jakubowicz,,-9999999,-9999999,6.6,-9999999,4.71,54.0
743,El secreto de sus ojos,,,,"Ricardo Darn, Soledad Villamil, Pablo Rago,Carla Quevedo",2009,-9999999,8.2,144524,20.17,80.0
744,True Grit,,,,,-9999999,-9999999,7.6,254904,171.03,80.0
745,,"Drama,Music,Romance","Caught between a forbidden romance and the expectations of his friends, aspiring DJ Cole Carter attempts to find the path in life that leads to fame and fortune.",Max Joseph,"Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston",-9999999,96,6.2,-9999999,3.59,46.0
-9999999,,,,Seth MacFarlane,"Seth MacFarlane, Charlize Theron, Liam Neeson,Amanda Seyfried",-9999999,-9999999,6.1,144779,42.62,44.0
-9999999,Only for One Night,Thriller,A married womans husband with a perfect life cheats with her sister with extreme consequences befalling them all.,,"Brian White, Karrueche Tran, Angelique Pereira,Jessica Vanessa DeLeon",2016,-9999999,4.6,-9999999,,60.0
748,Rules Don't Apply,"Comedy,Drama,Romance","The unconventional love story of an aspiring actress, her determined driver, and their boss, eccentric billionaire Howard Hughes.",Warren Beatty,"Lily Collins, Haley Bennett, Taissa Farmiga, Steve Tom",-9999999,127,5.7,-9999999,3.65,
749,,"Horror,Thriller",,Mike Flanagan,"Elizabeth Reaser, Lulu Wilson, Annalise Basso,Henry Thomas",-9999999,-9999999,6.1,30035,34.9,65.0
750,,"Adventure,Family,Fantasy","In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters to find the mythical Golden Fleece while trying to stop an ancient evil from rising.",Thor Freudenthal,,-9999999,106,5.9,-9999999,68.56,39.0
-9999999,,,"An attorney, intent on climbing the career ladder toward success, finds an unlikely opponent in a manipulative criminal he is trying to prosecute.",,,2007,113,7.2,-9999999,39.0,68.0
752,,"Horror,Mystery","A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon.",Mike Flanagan,"Karen Gillan, Brenton Thwaites, Katee Sackhoff,Rory Cochrane",-9999999,-9999999,6.5,92875,27.69,61.0
753,In Bruges,"Comedy,Crime,Drama","Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",,,-9999999,107,7.9,322536,7.76,67.0
