V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,Class
,,0.34,0.8,0.037,42.0,119.0,0.9888,,0.37,12.5,
,0.35,0.36,0.8,0.034,32.0,111.0,0.98942,,,,6
6.9,0.25,,1.2,0.035,35.0,,0.99082,3.02,0.58,11.3,4
6.0,0.32,0.3,,0.025,18.0,112.0,0.98802,3.07,,13.3,
,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,3.11,,10.9,
,0.18,,10.2,0.039,29.0,115.0,0.99469,3.11,,10.9,5
6.6,0.2,0.27,10.9,,,,,3.11,0.44,,
,0.37,,6.3,0.034,45.0,152.0,,3.29,0.46,11.6,5
,0.19,0.31,6.3,0.034,17.0,103.0,,,0.52,11.4,5
6.3,0.18,0.36,,0.034,,111.0,0.99074,3.16,0.51,,4
,0.3,,0.9,0.037,40.0,156.0,0.98968,3.08,0.36,12.1,
6.2,0.16,,1.1,0.036,74.0,,,3.22,0.41,,4
5.0,0.27,,4.5,0.032,58.0,178.0,0.98956,,0.31,,5
5.0,0.3,0.33,3.7,0.03,54.0,,,,0.3,13.0,
6.5,,0.5,18.1,0.054,50.0,,0.99941,2.94,0.64,8.8,4
6.7,,0.31,1.35,0.061,30.5,218.0,0.99388,,,9.5,3
6.6,0.22,0.36,5.5,0.029,30.0,105.0,0.99206,3.2,0.47,11.8,4
,,0.37,,,29.0,93.0,,,0.45,12.2,
7.0,0.13,0.37,12.85,0.042,,105.0,0.99581,3.05,,10.7,4
7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,,0.38,11.0,4
,0.32,,8.25,0.02,,,0.99362,2.99,0.44,11.4,
7.0,0.13,0.37,,,36.0,105.0,0.99581,3.05,,,
5.9,0.34,0.3,3.8,,,135.0,,,0.34,12.0,4
,0.22,0.31,6.9,0.037,33.0,121.0,0.99176,3.02,0.39,11.9,
,,0.3,8.25,0.02,14.0,104.0,0.99362,,0.44,11.4,4
8.4,,0.35,11.7,0.029,3.0,,0.99439,3.02,0.34,,
6.8,,0.29,4.6,0.046,6.0,88.0,0.99458,3.34,0.48,10.6,2
8.0,,0.21,,,24.0,133.0,,3.06,0.38,9.7,
7.0,,0.34,19.8,,12.0,,0.9976,3.07,0.38,11.0,4
7.0,,0.37,12.85,0.042,,105.0,,3.05,0.55,10.7,4
,0.22,0.29,1.2,0.045,,152.0,0.99178,,,,5
,0.22,,8.9,0.024,17.0,118.0,0.99456,2.99,0.34,,4
,0.32,0.22,11.7,0.035,44.0,,,3.1,0.45,10.4,3
7.5,0.18,,6.2,,,,0.99546,3.2,0.55,,
7.1,,0.29,14.8,0.024,,142.0,0.99518,3.12,0.48,,
,0.47,0.29,14.8,0.024,22.0,142.0,0.99518,,,,6
,0.19,,10.8,,33.0,,0.99646,,,,4
6.7,0.14,0.46,1.6,0.036,15.0,,0.99264,,0.49,10.9,
6.8,0.24,0.38,,0.045,,185.0,,,0.5,9.5,4
6.9,0.25,0.47,8.4,0.042,36.0,156.0,0.99604,3.15,,9.4,4
6.0,,0.33,2.5,,31.0,85.0,,,0.5,,5
6.8,0.29,0.34,,0.054,26.0,,0.99489,,0.58,,3
6.3,0.33,0.42,17.2,0.037,57.0,,0.99884,3.26,0.57,,4
6.5,0.23,,,,43.0,,0.99054,3.02,,,
6.3,0.27,0.29,12.2,0.044,,,0.99782,3.14,0.4,,
6.3,0.2,,11.8,,58.0,130.0,0.99519,3.2,0.35,10.8,3
6.2,0.33,0.41,,0.037,,173.0,0.99882,3.25,0.57,9.4,
6.3,0.33,0.42,,0.037,57.0,170.0,,3.26,0.57,9.4,
7.2,0.21,1.0,1.1,0.154,46.0,114.0,0.9931,2.95,0.43,,4
6.0,0.27,0.3,,0.044,15.0,144.0,,3.12,0.53,10.3,
5.7,0.12,0.26,5.5,,,,,3.09,0.57,9.9,4
6.9,,0.37,6.1,,38.0,,0.99086,3.19,,12.4,4
7.7,,,1.2,,42.0,167.0,0.9908,3.11,0.44,11.9,3
,,0.43,1.3,0.023,,132.0,0.99067,3.11,0.56,,
7.5,0.33,,,0.126,49.0,,0.99711,2.98,0.57,9.4,3
6.2,0.255,0.24,,0.039,138.5,272.0,,,0.53,9.6,2
7.5,0.33,,8.7,,49.0,199.0,0.99711,,0.57,9.4,3
5.6,,,,0.043,78.0,,0.9945,,,10.4,5
7.6,0.17,0.36,4.5,,26.0,,0.99427,3.09,,,3
5.8,0.15,0.31,,0.036,7.0,73.0,0.99152,3.2,0.43,11.9,4
6.3,0.25,0.44,1.7,0.024,,,0.98935,,0.4,12.5,4
6.9,0.28,0.41,,0.016,,,0.98876,3.16,0.4,13.4,3
7.2,,0.37,5.4,0.026,27.0,114.0,0.99174,3.13,0.84,,3
6.2,0.25,0.38,7.9,0.045,,208.0,0.99572,3.17,0.46,,3
,0.19,0.48,1.1,0.026,,58.0,,,0.5,,4
,0.25,0.54,7.0,,58.0,,0.99454,3.19,,10.4,3
,,0.54,7.0,0.046,58.0,176.0,,3.19,,10.4,
6.8,0.28,,,0.03,30.0,,0.99164,3.08,,12.5,
6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,,0.7,10.4,3
7.4,0.21,0.8,,,77.0,183.0,,2.95,0.48,,3
7.0,0.15,0.38,,0.045,54.0,,0.9975,,0.42,,4
7.4,0.21,,,0.038,77.0,183.0,0.99778,2.95,0.48,9.0,3
7.3,0.28,,1.2,0.033,,142.0,,3.17,0.43,,2
6.1,0.18,0.38,2.3,0.033,28.0,,0.98962,3.16,0.49,12.4,4
,0.53,,6.1,0.029,6.0,76.0,,,0.5,12.5,
6.8,0.28,0.43,7.6,,,110.0,,3.08,,12.5,
6.5,,0.38,10.2,0.028,,82.0,0.99274,3.1,0.43,,5
,0.25,,4.1,0.041,95.0,163.0,0.99184,2.92,0.59,11.3,4
6.7,,0.41,,0.039,48.0,122.0,,3.25,0.43,12.0,3
6.6,0.25,0.33,,0.042,29.0,141.0,0.99546,3.28,0.6,10.4,3
6.4,0.15,0.4,1.5,,23.0,87.0,0.98972,,,12.2,5
,0.28,0.3,3.1,0.039,24.0,115.0,0.9942,3.05,0.43,,3
6.2,0.25,0.38,7.9,0.045,,,0.99572,3.17,,9.1,3
7.1,0.28,,3.5,0.028,35.0,91.0,0.99022,2.96,0.33,12.1,3
,,0.34,4.9,,9.0,,,,0.81,12.0,3
8.5,0.19,,,0.026,,58.0,0.99184,,,10.5,4
6.2,0.25,0.54,,0.046,58.0,176.0,,3.19,0.7,,
6.0,0.35,0.51,1.2,,10.0,,,3.46,0.42,,
5.8,,0.32,4.5,0.024,28.0,94.0,,3.25,,13.7,5
6.6,,0.35,2.6,0.03,33.0,78.0,0.99146,3.22,0.72,11.3,
,0.23,0.4,9.9,,24.0,88.0,0.9951,3.02,0.42,,4
5.8,0.31,0.32,,0.024,,94.0,0.98906,3.25,0.52,13.7,
,,0.34,,0.041,,201.0,0.995,3.14,0.44,10.1,
6.3,0.37,0.37,1.5,0.024,12.0,76.0,0.98876,,0.39,12.3,4
6.2,0.36,0.38,3.2,0.031,20.0,89.0,0.98956,3.06,,,5
6.6,0.17,,2.6,0.03,33.0,78.0,,3.22,,11.3,4
6.3,0.28,0.47,11.2,0.04,,183.0,,3.12,0.51,9.5,4
7.6,,0.52,3.2,,28.0,152.0,,3.02,0.53,,4
7.0,0.25,,2.3,0.045,40.0,118.0,0.99064,3.16,,11.9,
9.7,0.24,0.49,4.9,0.032,3.0,,0.99368,2.85,0.54,10.0,4
9.7,,0.49,,,,18.0,0.99368,2.85,0.54,10.0,4
6.8,0.13,0.39,1.4,0.034,,,,3.23,,11.3,
6.6,0.78,0.5,1.5,0.045,,133.0,0.99104,3.25,0.48,11.7,3
,,0.27,,,44.0,129.0,0.99221,3.36,0.39,,5
6.7,0.34,,,0.033,,111.0,,,,,5
6.7,,0.51,4.3,0.028,57.0,,,2.91,,10.7,
,0.26,0.34,10.9,0.038,25.0,84.0,,3.11,0.34,10.9,4
6.5,0.29,,7.0,,,113.0,0.99366,3.17,0.38,10.2,
,0.25,0.45,2.3,0.045,40.0,,0.99064,3.16,0.48,11.9,
,0.21,,,,20.0,130.0,0.99178,,,11.1,3
,0.26,0.51,2.6,0.045,26.0,,0.99126,3.0,0.5,11.2,4
7.6,0.27,0.52,3.2,0.043,,152.0,0.99129,3.02,0.53,,4
7.7,,,,0.047,,,,3.07,0.57,,
7.6,0.35,,14.7,0.047,33.0,151.0,0.99709,3.03,0.53,10.3,3
,0.3,,4.5,,31.0,203.0,,3.4,0.57,,
,0.24,,2.2,0.033,19.0,111.0,0.99045,3.1,,11.9,4
,0.23,0.39,,0.036,41.0,98.0,0.99,3.19,0.43,11.9,
7.6,,0.34,1.6,0.043,24.0,129.0,0.99305,3.12,0.7,10.4,3
6.5,0.24,0.39,17.3,,22.0,126.0,0.99888,3.11,0.47,,
6.3,,0.32,4.2,0.04,37.0,117.0,0.99182,,0.43,,4
,,0.32,,0.04,37.0,,,3.24,,11.3,4
6.7,0.21,,2.5,0.034,,,0.9913,3.25,,11.0,5
6.5,,0.39,1.9,0.036,,98.0,,3.19,0.43,11.9,5
5.9,0.28,0.39,1.4,0.031,,,0.98836,3.08,0.64,12.9,5
5.9,0.19,0.37,0.8,,3.0,,,3.09,,,
6.2,,0.42,8.0,0.049,,206.0,,,0.47,,4
7.6,0.23,,1.6,,24.0,129.0,0.99305,3.12,0.7,10.4,3
5.6,,,1.7,,31.0,,0.98892,3.35,0.37,12.9,4
5.5,,,5.5,0.037,10.0,,0.99156,3.46,0.44,,3
6.5,0.24,0.39,,,,,0.99888,3.11,0.47,9.2,4
7.4,,,,0.052,41.0,150.0,0.99534,3.06,0.46,10.3,
7.2,0.17,,6.9,0.059,47.0,128.0,,3.08,0.46,,5
7.6,,,,,10.0,98.0,0.99296,3.17,,,3
5.0,0.24,,2.2,,31.0,100.0,,3.69,0.62,,
6.1,,0.38,1.5,,,122.0,,3.2,0.43,12.0,4
,0.33,,2.5,0.047,30.0,148.0,0.98964,,0.43,12.7,4
,,0.26,,0.061,,198.0,,3.11,0.49,8.8,
6.3,0.17,,,,37.0,117.0,0.99182,3.24,0.43,11.3,4
6.6,,,,0.034,,121.0,,3.19,0.4,12.8,4
6.5,0.16,0.33,4.8,0.043,,114.0,0.992,3.18,,11.2,4
6.6,0.39,0.39,11.9,,,221.0,0.99851,,0.51,8.9,
,0.19,,0.9,0.04,52.0,103.0,,,0.39,11.2,3
,0.25,0.39,1.3,0.051,,135.0,,3.23,0.4,11.1,4
,0.22,0.43,6.4,0.042,34.0,115.0,0.99293,3.05,,,4
6.2,0.19,0.29,4.3,,33.0,126.0,,3.18,0.42,,4
6.6,0.39,0.39,,0.057,51.0,221.0,0.99851,3.26,0.51,8.9,4
5.9,,0.32,8.1,0.038,9.0,34.0,0.9911,3.22,0.36,,5
7.8,,0.5,1.3,0.045,,,0.9904,,0.4,12.0,4
,0.19,0.27,0.9,0.04,,,,3.5,,11.2,3
6.2,0.23,0.36,17.2,0.039,37.0,130.0,,3.23,,8.8,4
6.2,0.23,,,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,4
6.2,0.23,,17.2,0.039,37.0,130.0,0.99946,3.23,,8.8,4
7.2,,0.4,,0.038,45.0,154.0,,3.2,0.47,10.4,
,,0.36,17.2,0.039,,130.0,,3.23,0.43,8.8,
7.2,,0.4,8.7,,45.0,,0.99568,,0.47,10.4,
5.8,0.39,0.47,,,,88.0,,,,14.0,
6.2,,0.36,17.2,,,,,,0.43,,4
7.6,0.25,1.23,,,51.0,294.0,,3.03,0.43,13.1,4
5.8,,0.33,3.7,0.029,,,0.98994,3.25,0.42,12.3,4
,0.4,0.38,,0.03,40.0,109.0,0.99075,3.27,0.46,12.6,
6.8,,0.34,7.4,0.02,38.0,133.0,,,0.44,12.0,5
6.1,0.17,0.42,15.1,0.033,28.0,,0.99684,,0.47,,3
,,0.34,7.4,0.02,,,0.99212,3.18,0.44,12.0,
7.1,0.36,,4.8,0.019,,114.0,0.99036,3.08,0.49,12.7,5
6.9,0.19,0.32,7.9,,,130.0,,,0.39,10.5,4
6.5,,,1.0,,,80.0,0.98865,,0.54,12.9,4
6.1,0.17,0.42,15.1,0.033,,124.0,0.99684,2.87,0.47,9.5,3
6.8,0.39,0.34,7.4,,,,0.99212,,0.44,12.0,5
7.1,,0.37,4.8,0.019,,114.0,0.99036,3.08,,12.7,5
,0.3,0.36,4.6,0.024,20.0,198.0,0.99222,,0.66,,
6.1,0.68,0.52,,0.037,32.0,123.0,0.99022,3.24,0.45,12.0,
5.2,0.34,0.37,6.2,0.031,,133.0,,,0.41,12.5,
5.6,,0.4,6.1,0.034,,118.0,,3.21,,12.1,
6.2,0.19,0.38,5.1,0.019,22.0,82.0,0.98961,3.05,,12.5,
5.7,0.16,0.26,6.3,,28.0,113.0,0.9936,3.06,0.58,9.9,4
7.6,0.17,,0.9,0.036,63.0,,0.99126,3.02,,,4
7.3,0.2,0.39,2.3,0.048,24.0,87.0,0.99044,2.94,0.35,12.0,4
6.7,,,6.6,0.042,34.0,,0.99123,,,12.2,6
,0.33,0.34,7.5,,39.0,124.0,0.99123,2.99,,,6
,0.36,,,,,,0.9916,3.0,0.32,12.4,
7.8,,,11.9,0.039,55.0,140.0,0.9959,,0.31,10.3,4
7.3,0.2,0.39,,,,,0.99044,,0.35,12.0,4
5.6,0.41,0.22,,,44.0,154.0,0.9931,3.3,,10.5,3
7.6,0.15,0.35,4.3,0.051,23.0,,0.99422,3.1,,9.5,4
8.5,0.2,,1.1,0.046,31.0,106.0,0.99194,,0.35,,2
6.5,0.24,0.38,1.0,0.027,31.0,90.0,,3.24,0.36,12.3,4
8.3,0.16,0.37,7.9,0.025,,107.0,0.99306,,0.37,11.9,
5.5,,0.33,,,,,,3.25,0.45,9.8,3
6.5,0.24,0.38,1.0,0.027,31.0,90.0,,3.24,0.36,12.3,4
6.2,0.1,0.41,1.0,,,76.0,0.98988,3.14,0.56,11.4,5
,0.21,,7.3,0.041,49.0,115.0,,3.21,,,4
8.7,0.3,,1.7,0.046,10.0,,,3.06,,,
,,0.37,,0.027,42.0,,,,0.37,12.8,5
,0.17,0.36,,,42.0,123.0,0.99318,3.11,0.5,,
6.6,0.19,0.33,,0.035,42.0,148.0,,3.15,0.36,10.2,
5.8,0.28,0.3,1.5,0.026,31.0,114.0,0.98952,,,12.5,5
7.6,0.24,0.44,,0.037,49.0,,,3.06,0.37,,4
8.3,,0.37,7.9,0.025,38.0,107.0,,2.93,0.37,,4
5.5,,,,0.038,23.0,131.0,,3.25,0.45,,3
5.7,0.16,,1.2,0.036,7.0,89.0,0.99111,3.26,,,3
,,0.42,,,36.0,,0.99321,3.14,0.52,,
6.4,0.22,0.38,,,35.0,127.0,,2.97,0.3,11.0,5
,0.34,0.44,6.5,0.027,,126.0,,2.96,,12.5,4
6.4,,0.38,9.1,,,127.0,,,,,5
,0.21,0.4,6.3,0.032,40.0,121.0,0.99214,3.18,0.53,,
5.2,0.31,0.36,5.1,0.031,,,,3.14,0.31,12.4,
,0.34,0.44,,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,4
5.6,0.42,0.34,2.4,0.022,34.0,,,,0.38,12.8,5
,0.22,,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,
,0.28,,7.5,0.035,34.0,,0.99692,,0.43,9.1,3
6.8,,0.36,5.0,0.033,28.0,,0.991,3.11,,12.4,5
,,0.39,6.75,0.031,22.0,98.0,0.9913,3.15,,,
6.8,,,1.2,0.045,24.0,126.0,,,0.87,,
6.8,,0.24,,0.045,39.0,164.0,,,0.58,10.8,3
6.4,0.21,,16.05,,56.0,142.0,0.99678,3.11,0.38,10.6,3
5.8,0.33,0.23,5.0,0.053,29.0,106.0,0.99458,3.13,,9.0,3
,0.3,0.44,12.4,0.043,,,0.99452,3.04,0.33,12.0,4
6.4,0.24,0.32,0.95,,,,,3.25,,,3
,,0.45,4.6,0.041,67.0,158.0,0.9927,3.01,,10.6,4
5.2,,0.2,,,17.0,74.0,,3.34,0.48,,4
7.1,,0.33,1.0,,20.0,,0.99057,,0.64,,4
,0.13,0.46,,,48.0,111.0,0.99127,2.97,0.45,,3
,0.33,0.23,,0.053,,,0.99458,,0.52,9.0,3
6.5,0.29,0.25,2.5,,8.0,111.0,0.9927,3.0,0.44,9.9,
,0.35,0.31,,0.036,,92.0,,3.27,0.53,12.8,5
,0.38,0.53,,0.102,19.0,,,2.93,,12.9,
6.6,0.24,,,,,74.0,0.99386,3.1,0.57,12.9,4
6.6,,,1.1,0.037,41.0,115.0,0.9899,3.01,0.68,12.0,4
8.2,0.3,,12.4,,,,,3.04,,12.0,4
5.7,0.15,,3.7,0.045,57.0,151.0,0.9913,3.22,,,4
6.6,0.33,0.4,,0.041,35.0,86.0,,3.11,0.39,13.3,5
5.7,,0.3,,0.046,,125.0,0.99276,3.34,,9.9,4
,0.27,0.37,8.2,0.055,52.0,,,3.11,0.52,9.5,4
,,,7.3,,58.0,200.0,0.99556,3.12,0.49,9.4,4
6.2,0.2,,,0.047,42.0,,0.99158,3.48,0.6,,5
6.7,,0.57,6.6,0.056,60.0,150.0,,2.96,0.43,9.4,
6.8,0.21,,7.0,0.038,27.0,,,2.98,0.82,,4
,0.31,0.32,14.5,0.038,6.0,79.0,0.99412,3.14,,12.5,
,,0.29,,,21.0,93.0,,3.18,,11.9,
,,0.34,,0.054,22.0,,0.99338,,,10.4,
5.7,0.15,0.28,,0.045,,151.0,0.9913,,0.27,,4
,0.22,0.39,6.0,0.035,44.0,141.0,0.99123,3.11,0.33,,
,,0.35,4.6,0.039,43.0,147.0,0.99216,,,11.0,5
,0.27,0.29,2.5,,37.0,,,3.09,0.37,9.8,3
6.6,,0.24,3.3,0.034,,99.0,0.99031,3.1,,12.3,
,0.16,0.42,1.0,,,113.0,0.9908,,0.52,11.0,4
,0.3,0.42,1.1,0.036,19.0,113.0,,3.1,,12.6,
7.0,0.29,,1.4,,42.0,109.0,,3.31,,,4
6.6,0.34,,3.3,,29.0,99.0,0.99031,3.1,,12.3,5
6.7,0.21,0.36,8.55,0.02,20.0,86.0,0.99146,,,13.4,5
7.6,0.27,,2.5,0.059,37.0,115.0,0.99328,,,9.8,3
6.8,0.22,,6.7,0.034,39.0,116.0,0.99245,3.18,0.46,11.5,4
7.7,0.27,0.49,3.8,,46.0,139.0,,,0.38,11.6,4
,0.25,0.37,,0.039,41.0,,,3.18,0.4,11.1,5
,0.23,0.35,,0.039,,147.0,0.99216,3.18,,11.0,5
6.7,,0.45,4.2,0.043,52.0,131.0,0.99162,,0.54,,4
6.7,0.24,,11.3,0.043,64.0,173.0,,3.08,,9.9,
7.1,0.26,0.37,5.5,0.025,31.0,,,3.06,0.33,12.6,6
5.3,0.3,0.16,4.2,0.029,37.0,100.0,0.9905,3.3,0.36,11.8,6
,0.38,0.4,2.2,0.042,54.0,,,,0.5,,
7.4,,0.31,,0.045,39.0,193.0,0.9986,,0.5,9.2,4
,0.19,,14.5,0.045,39.0,,,,0.5,9.2,
7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,,0.5,9.2,4
7.4,0.19,0.31,14.5,,39.0,193.0,0.9986,3.1,,,
7.4,0.19,,,0.045,39.0,,0.9986,,,9.2,4
7.4,0.19,,,,39.0,193.0,,3.1,0.5,,4
,,0.32,1.5,0.03,,101.0,,,,13.0,
7.6,,0.32,18.75,0.047,32.0,193.0,1.00014,,,9.3,
6.5,0.26,0.31,3.6,0.03,,92.0,0.99026,3.22,0.62,,6
5.9,0.24,0.12,1.4,,60.0,247.0,0.99358,3.34,,9.6,
,0.215,0.23,5.1,0.041,64.0,157.0,,,0.44,8.0,1
,,0.32,10.5,0.03,34.0,105.0,0.99407,3.11,,,4
5.8,0.23,0.2,,0.043,,,0.99226,3.21,,10.2,
7.5,0.33,0.36,2.6,,,126.0,,3.32,,12.7,4
6.6,0.38,,9.2,,42.0,,0.9976,,0.56,,3
6.4,,,1.8,0.044,21.0,115.0,0.99166,3.1,0.38,10.2,3
6.5,0.32,,5.7,0.044,,91.0,0.99184,,0.6,12.0,
7.5,,,,0.045,,100.0,0.99135,,,11.3,5
6.4,,,,0.038,40.0,118.0,0.99074,,0.53,,5
,0.22,0.31,1.4,0.039,40.0,129.0,,,0.59,10.9,3
6.5,0.48,0.02,0.9,,32.0,99.0,0.99226,3.14,0.47,,2
6.6,0.23,,4.6,,29.0,154.0,0.99142,3.23,0.49,12.2,6
6.4,0.16,,,0.057,21.0,125.0,,3.23,0.44,,5
,,0.36,9.2,0.061,42.0,,0.9976,3.31,,,
,0.16,0.32,1.4,0.065,23.0,,,3.06,0.47,,4
6.4,0.15,0.29,,0.044,,,0.99166,3.1,,,3
6.5,0.32,0.3,2.3,0.051,20.0,127.0,,3.13,0.52,12.8,4
6.7,,0.36,2.3,0.039,43.0,,0.99229,3.07,0.67,10.1,
6.6,0.2,,4.4,0.184,35.0,168.0,0.99396,2.93,0.45,9.4,4
8.0,0.34,,6.4,0.035,38.0,103.0,0.99148,,0.23,,4
6.8,0.21,,2.9,,40.0,121.0,0.9913,,0.65,10.9,
6.8,0.23,0.31,,,,122.0,0.99126,3.06,,10.9,
6.8,,0.31,2.9,,,,,3.07,0.65,,5
,0.2,0.14,4.4,,35.0,,0.99396,2.93,0.45,9.4,
,0.28,0.42,,,60.0,196.0,0.99562,,0.48,,3
7.8,0.25,0.37,1.0,0.043,10.0,80.0,,3.08,,,3
5.6,,,2.9,0.044,21.0,73.0,,3.17,,12.9,6
6.6,,0.41,7.0,0.046,59.0,194.0,0.99558,3.14,,9.4,3
,0.17,0.35,1.8,0.04,29.0,84.0,0.98961,2.91,0.57,12.0,
7.3,0.25,0.28,1.5,0.043,19.0,113.0,0.99338,3.38,0.56,10.1,4
6.6,,0.41,,0.046,59.0,194.0,0.99558,3.14,,9.4,3
6.6,0.28,,,0.044,,196.0,0.99562,3.14,,9.4,3
,0.25,0.5,,,54.0,,0.99572,3.17,,9.2,3
6.3,0.24,0.35,2.3,,43.0,,0.99056,3.34,0.44,,
6.8,0.32,0.32,8.7,0.029,31.0,105.0,0.99146,3.0,0.34,12.3,5
7.8,0.25,0.37,1.0,0.043,10.0,80.0,0.99128,3.08,0.38,11.4,3
5.6,0.12,0.33,2.9,0.044,21.0,73.0,0.98896,,,12.9,6
,0.24,0.28,6.7,,26.0,91.0,0.99172,3.13,0.32,12.3,4
6.3,0.22,0.34,,,,,0.99012,3.27,0.36,13.5,5
6.0,0.32,,,0.033,41.0,142.0,,3.29,0.42,12.8,5
6.3,0.19,0.29,,0.022,33.0,,0.98902,3.04,0.54,12.8,
,0.32,0.3,1.9,0.033,41.0,142.0,0.98912,,0.42,,5
9.4,0.24,,8.5,,124.0,208.0,0.99395,2.9,0.38,,1
6.4,,0.28,12.6,,,124.0,0.99539,3.2,0.43,,4
6.7,,0.27,5.2,0.039,,96.0,,3.16,0.44,12.4,5
,,0.29,,0.048,,142.0,0.98956,3.22,0.46,12.9,5
6.0,0.19,0.29,,,67.0,152.0,,3.54,0.59,,5
5.9,0.24,,1.3,0.032,36.0,95.0,0.98889,3.08,0.64,12.9,
7.3,0.145,0.33,1.1,0.042,,64.0,,3.1,,11.8,5
6.6,,,9.2,0.058,66.0,,0.99833,3.23,,9.1,
5.8,,0.37,1.2,,,74.0,,,0.49,12.7,5
5.8,0.18,,1.1,,31.0,,,3.16,0.48,12.0,4
,0.32,0.32,8.3,0.043,,105.0,,3.24,0.47,11.2,
,0.16,0.35,1.8,0.042,,,,3.19,,12.4,5
5.1,,0.28,,0.047,48.0,148.0,0.99168,,0.49,,3
7.5,,0.36,15.7,0.05,29.0,124.0,0.9968,,0.54,10.4,3
6.0,0.26,0.33,4.35,0.04,15.0,,,3.29,0.5,,4
,,0.3,1.8,,,105.0,,,0.52,12.5,5
7.1,0.17,0.31,1.6,0.037,,103.0,0.991,3.14,0.5,12.0,4
6.9,,0.3,2.0,0.047,,117.0,0.99152,,,11.6,
6.8,0.25,,5.0,0.035,,126.0,,3.12,0.38,12.6,
,0.17,0.28,1.8,0.042,62.0,,,3.15,,,3
5.8,0.17,,,,,,0.99202,,0.68,,
6.4,,0.29,,,18.0,122.0,,3.3,0.42,11.5,
6.7,0.21,0.34,1.4,0.049,36.0,112.0,0.99091,,0.5,11.0,4
6.7,,0.33,,,45.0,,0.99472,3.11,0.52,10.1,4
,0.23,0.32,8.6,0.046,,159.0,,3.08,0.52,10.5,4
,,0.28,3.7,0.059,,151.0,0.99177,3.23,0.41,12.1,
5.1,0.165,,5.7,0.047,42.0,,0.9934,3.18,0.55,9.9,4
6.6,0.425,0.25,,,,,0.99082,3.05,0.41,11.4,4
6.9,0.38,,13.65,0.048,52.0,189.0,0.99784,,,9.5,4
,0.38,0.29,,0.048,,,0.99784,3.0,,9.5,
6.9,0.38,0.29,13.65,,,189.0,0.99784,3.0,0.6,9.5,4
7.2,0.27,0.28,15.2,0.046,6.0,41.0,0.99665,3.17,0.39,10.9,
7.6,,0.27,4.6,,,,0.99422,3.08,0.47,9.5,4
6.2,,0.31,1.2,0.048,19.0,,0.98999,3.32,,12.6,
7.6,,0.27,4.6,,,98.0,0.99422,3.08,0.47,,
6.5,0.26,0.32,6.65,0.059,34.0,104.0,,3.18,0.42,,3
6.9,,0.28,13.55,0.048,51.0,189.0,,,0.6,9.5,5
,0.38,,13.65,0.048,,189.0,0.99784,3.0,,,4
6.8,0.18,0.24,9.8,,64.0,188.0,0.9952,3.13,0.51,,4
6.7,0.18,0.24,,0.057,64.0,,0.99519,3.12,0.5,10.6,4
,0.16,0.21,6.7,0.055,43.0,157.0,,,,10.8,4
7.2,0.27,0.28,15.2,,6.0,,0.99665,3.17,0.39,10.9,4
,0.17,,9.9,0.047,26.0,101.0,0.99596,3.34,,9.9,4
7.2,0.22,0.28,7.2,0.06,,132.0,,,,,
6.0,,0.28,1.1,,47.0,90.0,0.98862,3.22,,,4
6.7,0.36,0.28,8.3,0.034,29.0,81.0,,2.96,0.39,,4
6.5,0.43,,11.25,,,87.0,0.9922,,0.38,12.4,4
5.9,0.2,0.28,12.8,0.038,29.0,132.0,,3.31,0.57,11.8,5
5.3,,0.23,9.65,0.026,,119.0,0.99168,,0.53,12.2,4
,0.2,0.28,,0.048,54.0,136.0,,3.19,,10.7,
6.0,0.22,,,0.033,25.0,97.0,0.99356,3.17,0.42,11.3,5
6.7,0.36,0.28,,0.034,29.0,81.0,0.99151,2.96,0.39,,4
6.5,0.43,,,0.032,31.0,87.0,,3.02,,,4
7.1,,,1.3,,,,,3.05,,,5
6.4,0.17,,,0.047,26.0,101.0,0.99596,3.34,0.5,,4
7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,,0.59,,4
6.0,,0.28,1.1,,47.0,,0.98862,,,12.6,4
6.0,0.2,0.26,1.1,,38.0,,,3.14,,11.5,4
7.6,0.2,0.26,,,26.0,76.0,0.99076,,0.49,12.3,5
6.2,,0.21,,0.032,31.0,,0.9889,2.97,0.42,12.2,
6.0,,0.25,1.4,,,114.0,0.98794,,,13.2,4
6.6,0.18,0.28,1.7,0.041,,161.0,0.99207,3.13,0.45,,4
,0.22,,10.6,,32.0,117.0,0.99355,3.05,0.55,11.5,5
6.0,0.29,,1.4,0.033,30.0,114.0,0.98794,3.08,0.43,13.2,4
6.2,0.3,0.21,1.1,,31.0,,0.9889,,0.42,12.2,
5.6,0.15,0.26,5.55,,51.0,139.0,0.99336,3.47,,11.0,4
6.9,,0.24,2.1,0.034,,121.0,0.98882,2.98,0.43,13.2,5
,,,1.7,0.045,57.0,,,3.32,0.44,9.5,
,0.22,,9.0,0.047,38.0,132.0,0.997,3.25,,,
6.6,0.18,,,0.041,,,0.99207,,0.45,10.2,4
