V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,Class
8.0,0.22,0.31,,0.049,24.0,97.0,,,0.42,,3
6.5,,0.29,,0.028,,,0.99311,3.15,0.56,10.9,5
6.9,0.15,,,,14.0,82.0,0.99132,,0.58,11.2,
5.8,,,,,40.0,86.0,,3.5,0.42,11.7,3
,,,1.5,,55.0,,0.99208,3.16,,,
,,0.37,10.0,0.169,,210.0,,,0.64,9.5,
6.7,0.24,0.29,,,55.0,,,3.03,,,3
7.3,0.23,0.34,,0.052,,86.0,,,0.56,10.0,
7.9,0.2,0.39,,,,154.0,,,,,3
,,0.39,,0.028,40.0,101.0,,3.57,0.59,10.6,
,0.21,0.28,,0.047,,,,3.15,0.4,,
,,0.26,,0.027,,,,,,,
,0.18,0.58,,0.034,,129.0,0.98984,,,,5
6.6,0.29,0.31,,0.027,,,0.99035,,0.6,12.6,6
,0.33,0.26,5.0,0.027,,143.0,,,0.43,11.2,5
,0.21,,,,,113.0,,,0.68,10.5,
,0.21,,1.0,0.037,66.0,144.0,,3.11,0.52,10.2,4
6.4,,,5.9,0.047,29.0,,0.99278,3.15,,,
,,,1.6,,,90.0,,,,12.2,
,,0.32,1.3,,,76.0,0.98964,3.18,,12.3,4
5.3,0.16,0.39,1.0,,,101.0,,3.57,,,
,,,1.1,,33.0,115.0,0.9909,3.36,,10.4,
5.6,,0.58,1.25,0.034,,,0.98984,3.51,0.6,12.0,5
6.7,,0.32,,,,121.0,0.9889,3.15,0.53,12.7,5
6.2,,0.23,,0.018,,,,,0.28,,3
6.0,,,,0.028,,108.0,,,0.34,12.3,4
,,0.32,,0.021,,,,3.15,0.53,12.7,5
,,,1.7,0.037,20.0,84.0,,3.09,0.53,11.4,4
4.2,0.17,,,0.029,,,0.98999,,0.89,12.0,5
,,,,0.045,,95.0,0.98946,3.23,,12.4,6
5.4,0.23,,1.5,0.03,74.0,,,,,,5
,,0.38,,,20.0,,0.99046,,0.53,11.4,4
6.4,0.22,,,0.04,57.0,135.0,0.99672,3.21,,10.7,3
,,0.55,,0.045,,,0.99482,,,,
5.9,0.32,,2.1,,,138.0,,,0.42,,
5.7,0.37,0.3,1.1,0.029,24.0,,,3.18,0.39,,
7.9,,0.35,6.7,,22.0,,0.99362,,,,
,0.21,,2.7,0.033,38.0,,,2.99,,,5
,0.24,0.3,,0.039,,,0.99436,3.2,0.39,,
6.8,0.475,0.33,3.95,,16.0,,0.98988,,,13.4,
7.0,0.28,,,0.032,,114.0,,,,12.8,
,,,,0.033,24.0,87.0,,3.15,0.45,,4
,,,,0.042,18.0,,0.99195,,,10.5,
,,0.28,,,24.0,,,,,11.5,
8.5,0.22,0.34,,0.04,,,0.9918,,,10.5,2
8.4,0.36,0.36,,0.032,21.0,,,2.95,,13.0,
5.2,,0.29,5.15,0.035,64.0,138.0,,,,,
6.9,,0.3,,,,148.0,0.9932,3.16,,,4
,,0.46,9.7,0.054,,,,,0.5,9.0,3
,0.16,,1.7,0.038,,153.0,0.9909,,,,
6.4,0.125,0.36,1.4,0.044,,68.0,,,,11.7,
,,,,,,,,3.58,0.57,,3
7.0,,,,0.055,42.0,218.0,,,0.54,10.3,
,0.42,0.46,,0.054,,,0.99848,3.23,,,3
8.6,0.18,0.28,0.8,,,,,,,11.1,
,,,13.1,,59.0,150.0,,3.31,,,3
6.1,,,,,,,0.9922,3.4,0.58,10.5,4
,0.22,,,,,92.0,0.99076,,0.59,,
,,,8.9,,38.0,,0.99622,3.27,,,3
,,,1.1,0.035,,,,,,11.4,4
,0.25,0.32,0.9,,40.0,114.0,0.99114,,0.58,10.8,5
7.6,0.31,,1.7,0.073,,,0.9938,3.1,,,
,0.26,,,,59.0,183.0,,3.2,0.45,9.3,
,0.21,,1.1,0.035,26.0,,0.9902,,,,4
6.2,,,,0.031,22.0,73.0,0.99035,3.24,,,
,,,,,23.0,73.0,0.99032,,0.52,,
,,0.2,,0.031,,170.0,,,,,
6.2,0.36,0.14,8.9,,,,0.99622,3.27,0.5,9.4,
,0.22,0.32,,0.028,36.0,92.0,0.99076,,0.59,11.9,5
7.7,0.18,0.3,1.2,0.046,,,0.99413,,,9.3,3
,0.14,0.38,1.0,,,,0.99043,,0.54,11.4,
,0.14,,,0.041,22.0,81.0,0.99043,3.03,0.54,,
,,0.26,3.1,,57.0,,0.98982,,,12.7,
,,0.4,1.95,,26.0,,0.98934,,,13.5,
5.7,,,2.2,0.019,,,0.9902,3.06,0.52,,4
6.4,,,8.75,,,,0.99449,,0.41,,3
,,0.4,11.9,,,92.0,,3.01,0.46,,
,0.39,,2.7,,27.0,,0.9948,,,,
6.5,,,,0.014,,,0.98984,3.13,0.32,,
,,0.31,6.3,,41.0,131.0,0.99326,,0.49,10.8,4
6.6,0.22,,14.4,,,118.0,0.99834,3.05,,,
,,,7.8,,,196.0,,3.1,0.5,,3
,0.155,,1.6,0.028,,,0.98975,3.3,0.84,,
,,0.31,,0.036,45.0,,0.99216,,0.31,12.0,5
7.0,0.31,0.31,,0.036,45.0,,,2.98,0.31,,5
6.6,,,,,,,,3.05,0.5,,
5.6,0.21,0.4,,0.041,,,,3.22,,11.6,6
5.2,0.155,,1.6,0.028,13.0,,,,,,
6.4,0.25,0.32,11.3,,69.0,,0.99573,3.14,,,
,0.22,,6.3,0.029,41.0,131.0,,,0.49,10.8,
5.3,,0.29,,0.028,,66.0,,,,9.8,3
7.1,,,1.25,0.023,3.0,89.0,,2.95,,11.4,
,0.17,0.27,,,11.0,68.0,,3.3,0.41,,3
,0.25,,7.8,,67.0,,,3.1,0.5,,
7.0,0.12,0.29,,,41.0,98.0,0.99564,3.19,,9.8,6
,0.12,0.29,10.3,,41.0,,,,0.38,,
,0.29,0.34,,0.036,49.0,128.0,0.99397,,0.4,,
7.2,0.3,0.3,,0.022,14.0,111.0,0.99576,,,10.6,3
6.8,0.26,0.46,,0.037,,,0.99601,,0.47,9.3,
7.0,,,10.3,0.039,,98.0,0.99564,,,,6
7.1,,,7.8,,,128.0,0.99397,3.21,0.4,,4
,,0.31,1.2,,39.0,,,,0.59,14.0,6
,,,,0.026,27.0,,0.99308,,0.37,11.0,4
5.1,,,,0.026,27.0,107.0,0.99308,,0.37,,4
6.8,0.26,0.48,,,,182.0,0.99582,,,9.4,
,,0.52,,,,139.0,,,,,4
6.0,0.28,,,0.042,8.0,,,,,9.0,
7.2,,,1.6,0.044,,,0.99471,,,10.0,
6.1,,0.25,,,9.0,109.0,0.9929,,0.54,,3
,0.28,,1.8,,,,0.9929,3.08,0.55,,3
6.4,,0.3,2.9,,25.0,,,3.29,0.6,,
,,,,,,,,,,11.3,3
8.1,,0.38,0.9,0.034,,86.0,,2.8,,,
,0.12,,1.1,,,,,,0.56,,
7.2,,0.22,1.6,0.044,17.0,101.0,,,0.53,,
7.3,0.4,,5.45,,,90.0,0.98951,,0.54,13.2,
,,,,0.04,,114.0,0.99634,,0.59,,5
,0.23,0.41,,,30.0,,,3.22,0.54,,4
,,,,,14.0,,,3.02,,9.2,3
,,,4.9,,38.0,,,,,13.0,
5.8,0.19,0.24,1.3,0.044,38.0,,0.99362,,0.6,,3
,0.34,0.26,,,31.0,,,,,,6
,,,14.9,,,,,,0.54,,4
6.6,0.23,,14.9,0.051,33.0,,0.99835,3.04,0.54,,4
,0.31,,0.95,0.021,52.0,,,,0.32,,3
6.7,0.2,,1.4,,17.0,,,,,,
,,,0.95,,52.0,148.0,,2.93,0.32,11.5,3
7.3,0.26,0.24,1.7,0.05,10.0,112.0,,,,9.9,3
6.3,0.22,0.22,,,31.0,,0.99296,,0.46,,4
,0.23,,,0.051,,118.0,,3.04,0.54,9.0,4
7.5,0.19,,,0.056,,,0.9954,,0.52,9.9,
,,0.33,,,,,0.9914,,0.47,,
,0.32,,9.6,0.026,34.0,,0.99286,,0.35,12.1,
6.6,0.23,,11.4,,,131.0,0.99604,,0.51,9.7,
,0.23,0.2,11.4,0.044,,,0.99604,,,,
6.7,0.36,,7.9,,39.0,,,,,12.2,5
6.1,0.38,0.42,,,,,0.99007,,0.31,12.4,
8.5,0.23,,,,,97.0,0.99507,,0.39,,
7.0,0.2,0.31,,,,,,,,10.4,4
6.0,,0.32,3.8,0.029,48.0,,0.99011,,0.34,12.0,4
6.9,0.3,,10.55,0.037,,28.0,,3.07,0.32,,
,0.18,,10.2,,29.0,115.0,0.99469,,0.45,10.9,5
6.7,,0.28,,0.039,29.0,115.0,,,0.45,,5
,0.18,0.28,,,29.0,113.0,,3.11,0.45,,
,,,6.3,,17.0,,,,,11.4,5
,,0.32,,,,,0.99096,,0.41,,4
5.0,0.27,,,0.032,,178.0,0.98956,,,,5
6.3,0.37,,,0.034,,152.0,,3.29,0.46,11.6,5
6.6,0.2,,10.9,,29.0,130.0,,3.11,,10.5,5
6.8,0.18,0.28,9.8,0.039,,113.0,0.99406,,0.45,10.9,5
6.8,,,9.8,,,113.0,,,0.45,10.9,
6.6,,,,,,119.0,,3.03,,12.5,
6.5,0.35,0.36,,0.034,,111.0,0.98942,3.11,,,6
,,0.33,,,,158.0,,3.02,,,
6.0,0.32,0.3,1.3,,,,,,,13.3,
6.8,0.18,0.28,9.8,0.039,,113.0,,3.11,,10.9,5
,,,10.2,0.039,29.0,115.0,,,0.45,10.9,5
6.6,,,,,,,0.99496,3.11,,,
,0.37,0.28,,,,,0.9921,,,11.6,
,0.19,0.31,,0.034,,,0.99305,3.15,,,
6.3,,0.36,1.2,0.034,,111.0,,,,11.0,
,,,,0.037,40.0,156.0,0.98968,3.08,0.36,,4
,,0.32,1.1,0.036,74.0,,0.99096,3.22,0.41,11.0,
5.0,0.27,,,,58.0,178.0,,3.45,,12.6,
5.0,0.3,,3.7,0.03,,173.0,0.9887,,,13.0,5
6.5,0.2,0.5,,0.054,50.0,221.0,0.99941,,0.64,8.8,
6.7,0.25,0.31,1.35,,30.5,,0.99388,3.16,0.53,,3
6.6,,0.36,5.5,0.029,,105.0,0.99206,,0.47,11.8,
,0.25,,3.1,,29.0,,0.99035,,0.45,12.2,
7.0,,,,,36.0,,0.99581,,,10.7,
7.0,,0.34,19.8,0.04,,,0.9976,,0.38,11.0,4
7.2,0.32,0.3,,,,104.0,0.99362,,,11.4,
,,0.37,12.85,0.042,,105.0,,,0.55,10.7,
5.9,0.34,,,0.035,,135.0,,,,12.0,4
6.8,0.22,,6.9,0.037,,,,3.02,0.39,,
,,0.3,,0.02,14.0,,0.99362,2.99,,11.4,
8.4,0.32,0.35,11.7,,,,,3.02,,11.8,4
,,,,0.046,6.0,,,3.34,,,
,0.74,,,0.05,,,0.99418,3.06,,,3
7.0,,0.34,,,12.0,,0.9976,3.07,,,
,,,,0.042,,,,,0.55,10.7,4
5.4,,,1.2,0.045,,,,3.76,0.63,,5
8.4,,0.3,,,17.0,,,,0.34,10.5,
7.4,,0.22,,,,,,3.1,,10.4,
7.5,0.18,,,0.05,,,,3.2,0.55,10.5,4
,0.47,0.29,,0.024,,142.0,0.99518,3.12,0.48,,
7.1,,0.29,14.8,,,,,,0.48,,
,0.19,0.25,10.8,,33.0,,,3.22,0.41,,
,0.14,,1.6,,,92.0,0.99264,,,10.9,3
6.8,0.24,,,0.045,,,,3.15,0.5,,4
,0.25,0.47,,,,156.0,,,,,4
,,0.33,2.5,0.026,,,0.99014,3.13,,11.3,
,0.29,0.34,,0.054,26.0,189.0,,3.42,0.58,,
6.3,0.33,0.42,17.2,,57.0,170.0,,3.26,,9.4,4
,,,2.1,,,104.0,,3.02,0.52,11.3,4
,,,,,59.0,,0.99782,,,8.8,
6.3,0.2,,11.8,,,,,3.2,0.35,10.8,
6.2,0.33,0.41,,,58.0,173.0,0.99882,,,,4
6.3,,,,,,170.0,0.99884,,,,
,0.21,,,,,114.0,0.9931,2.95,,,
,,0.3,,,15.0,,0.99666,,,10.3,
,0.12,0.26,,0.034,21.0,99.0,,3.09,,9.9,
6.9,0.24,,6.1,,,,,,,,
7.7,0.18,,1.2,0.041,,,,3.11,,11.9,3
,,0.43,1.3,0.023,33.0,132.0,0.99067,3.11,0.56,,4
,,0.38,8.7,0.126,49.0,199.0,0.99711,,,,3
,0.255,0.24,1.7,,,272.0,0.99452,,,,
7.5,,,,0.126,49.0,,0.99711,2.98,,,3
5.6,,,,0.043,78.0,175.0,,2.98,0.43,,
7.6,,,,0.042,26.0,102.0,0.99427,3.09,,9.5,3
5.8,0.15,0.31,5.9,,7.0,,0.99152,,0.43,11.9,4
,0.25,0.44,1.7,,36.0,,0.98935,,,12.5,
,0.28,,1.4,0.016,6.0,55.0,0.98876,3.16,0.4,13.4,
7.2,0.27,0.37,5.4,0.026,,,0.99174,,0.84,12.7,
6.2,,0.38,7.9,,54.0,208.0,0.99572,,0.46,9.1,3
,0.19,,1.1,0.026,23.0,58.0,,2.9,0.5,10.5,4
,0.25,,,,,,,,0.7,,
6.2,,0.54,,,,,,3.19,0.7,,3
6.8,,,7.6,,,110.0,,3.08,,12.5,
,,0.54,,0.046,,,0.99454,,,10.4,3
7.4,0.21,0.8,,,77.0,,0.99778,,,,3
,0.15,,,0.045,,120.0,,,0.42,9.8,4
7.4,,0.8,12.3,,77.0,183.0,0.99778,2.95,,9.0,3
7.3,,,1.2,,29.0,142.0,,,,10.7,
,,,2.3,0.033,,111.0,,,,,
7.0,0.53,,6.1,,6.0,,0.99118,,0.5,,6
6.8,0.28,,,0.03,,110.0,,,0.59,,
,,0.38,,,,82.0,0.99274,,0.43,12.1,
7.5,,0.47,,0.041,,163.0,0.99184,,0.59,,
6.7,0.24,,,0.039,,,0.99052,3.25,,,
,,0.33,,0.042,29.0,,,3.28,,,3
,,,,,,,0.98972,,,12.2,
,,0.3,,,,115.0,,,0.43,,3
,,0.38,,0.045,54.0,208.0,0.99572,,0.46,,3
7.1,,0.35,3.5,,,,0.99022,,,12.1,
,0.35,,,0.032,9.0,,,,,12.0,3
8.5,0.19,0.48,1.1,,23.0,58.0,,2.9,0.5,10.5,
6.2,0.25,0.54,7.0,,58.0,176.0,,3.19,,,
,,,1.2,,,102.0,,,0.42,11.9,
,,0.32,4.5,,,94.0,0.98906,3.25,,,
,,0.35,2.6,,,78.0,,,,11.3,
,,0.4,9.9,,24.0,,0.9951,,,,
5.8,,0.32,,0.024,,,,,0.52,,5
6.1,,,,,38.0,,,,0.44,,
,0.37,,1.5,0.024,,,0.98876,,,12.3,
,0.36,0.38,3.2,0.031,20.0,,,3.06,,,
6.6,,,2.6,,,78.0,,3.22,0.72,11.3,
,0.28,,11.2,0.04,,,0.99592,,0.51,9.5,4
,0.27,0.52,,,,152.0,0.99129,,,,
7.0,0.25,,,0.045,,118.0,0.99064,3.16,,,
,,0.49,4.9,,,18.0,,,0.54,,4
,,0.49,4.9,0.032,3.0,,,,0.54,10.0,
,0.13,0.39,,0.034,,,0.99121,3.23,,,
6.6,0.78,,,,,,,,0.48,11.7,
5.1,0.33,0.27,,0.022,,129.0,0.99221,,0.39,,
,,,,0.033,34.0,,0.98924,,,,
6.7,,0.51,,0.028,,,0.99176,,0.54,10.7,
,,0.34,10.9,0.038,25.0,84.0,0.99432,,,10.9,
6.5,0.29,,7.0,0.04,,,0.99366,3.17,0.38,,4
,0.25,,2.3,,40.0,118.0,,3.16,0.48,11.9,5
7.6,0.21,,,0.047,20.0,,0.99178,3.15,,11.1,
,,0.51,2.6,,26.0,159.0,0.99126,3.0,,,
,,,3.2,0.043,,,0.99129,3.02,,11.4,
7.7,0.25,0.49,2.5,0.047,,169.0,,3.07,,10.6,
7.6,,0.46,,,33.0,151.0,,,0.53,10.3,
6.9,0.3,0.36,4.5,0.054,31.0,203.0,,3.4,0.57,10.4,
,,0.46,,,19.0,,0.99045,,0.62,,4
6.5,0.23,0.39,1.9,0.036,,,0.99,3.19,,,5
7.6,0.23,0.34,,0.043,,,,,,10.4,
,,0.39,,,,,0.99888,,0.47,,
,0.17,0.32,,,37.0,117.0,0.99182,,0.43,11.3,
,,0.32,,,,,,,0.43,,
,0.21,,,,35.0,89.0,0.9913,3.25,,,5
6.5,0.23,,1.9,0.036,41.0,,0.99,3.19,,,
5.9,,0.39,,0.031,,,0.98836,,0.64,12.9,
,0.19,,0.8,,,,,,,10.8,3
,0.25,,,0.049,,206.0,,,,,4
7.6,0.23,0.34,,0.043,,,0.99305,,,10.4,3
5.6,,,1.7,0.03,31.0,,0.98892,,,12.9,4
,0.18,,5.5,,10.0,,,,0.44,,3
6.5,,0.39,,,,126.0,,,,,4
7.4,,0.38,8.6,0.052,,150.0,0.99534,,,10.3,3
7.2,,,,0.059,47.0,128.0,,3.08,,,5
7.6,0.3,0.38,,0.043,,98.0,,,,,3
,0.24,,,0.039,31.0,100.0,,3.69,,,4
,0.21,,1.5,,,122.0,0.98972,,,12.0,
6.5,,0.38,2.5,0.047,30.0,,,3.17,,,
,0.35,0.26,17.6,,59.0,,,,,8.8,
6.3,,,,0.04,37.0,117.0,,,0.43,,4
,0.25,0.35,,,,121.0,0.99008,3.19,0.4,,4
,,,,0.043,,114.0,0.992,3.18,,11.2,
,0.39,0.39,,,,,,3.26,,,
,0.19,0.27,,,52.0,,,,,11.2,
,,0.39,,0.051,42.0,135.0,0.9906,,,,4
,0.22,,,,,115.0,,3.05,0.51,,4
,0.19,,,,33.0,,0.99658,,,9.3,4
,,,11.9,,,,0.99851,3.26,,,4
,,0.32,8.1,0.038,,,0.9911,,0.36,,5
,,,1.3,0.045,35.0,,,,,12.0,4
5.5,,0.27,,0.04,52.0,,,3.5,0.39,11.2,
,,0.36,,0.039,,,0.99946,,0.43,,
,,,,0.039,37.0,,0.99946,3.23,0.43,,4
,,0.36,17.2,,37.0,,,3.23,,8.8,
,0.32,0.4,8.7,0.038,,154.0,0.99568,,0.47,,4
6.2,,0.36,17.2,,37.0,,0.99946,3.23,0.43,,
7.2,,,8.7,0.038,45.0,,0.99568,3.2,,10.4,
5.8,,,7.5,,12.0,,,3.38,,,4
6.2,0.23,0.36,17.2,0.039,,,,3.23,,8.8,4
7.6,0.25,,4.6,,,294.0,0.99018,3.03,0.43,13.1,
,,,3.7,,,,0.98994,3.25,,,4
7.2,0.4,0.38,,,40.0,109.0,0.99075,3.27,0.46,,
,,,,,38.0,133.0,0.99212,,,12.0,
6.1,,0.42,15.1,,,,,,0.47,,
,0.39,,7.4,,,133.0,0.99212,,0.44,12.0,
7.1,,,,,,114.0,0.99036,3.08,,,5
6.9,0.19,,,,,,0.99456,,0.39,10.5,
,,0.46,,,,80.0,0.98865,3.15,0.54,,
,0.17,0.42,,,,124.0,0.99684,,,9.5,
6.8,,0.34,,,,133.0,0.99212,,0.44,12.0,5
,,,,0.019,,,,,0.49,,
,0.3,,,,,198.0,0.99222,3.06,,11.9,4
,0.68,,1.4,,,,,,,,
5.2,,0.37,,0.031,,133.0,,3.25,0.41,12.5,
,,,,,,,0.99144,3.21,0.43,12.1,5
,,0.38,5.1,0.019,,82.0,0.98961,,0.36,12.5,
5.7,,,6.3,0.043,28.0,,0.9936,,0.58,9.9,
7.6,,0.46,,0.036,63.0,,,,0.41,,
7.3,0.2,0.39,,,,,,2.94,,12.0,4
,0.33,0.36,,,,,,2.97,0.31,,
6.7,0.33,0.34,7.5,,39.0,,,,0.32,,6
,0.36,,,,37.0,,0.9916,3.0,0.32,12.4,6
7.8,,0.34,,0.039,55.0,140.0,0.9959,,0.31,10.3,4
7.3,0.2,0.39,2.3,0.048,24.0,,,,0.35,12.0,
,,,7.1,0.05,,,0.9931,3.3,0.4,10.5,
7.6,,0.35,4.3,0.051,23.0,,,3.1,0.44,9.5,
,,,1.1,,31.0,106.0,,,,10.5,2
,,0.38,,0.027,,,0.98926,,,12.3,
,0.16,0.37,,,38.0,107.0,0.99306,2.93,0.37,,
5.5,,,,,,131.0,,3.25,0.45,9.8,3
6.5,,,,,31.0,,,3.24,,,4
6.2,0.1,,1.0,,,76.0,,3.14,0.56,11.4,5
,,,,0.041,49.0,115.0,,3.21,0.43,11.0,
,,0.59,,0.046,,,,3.06,,,
,0.18,,1.3,,42.0,,,3.24,,,
7.0,0.17,,,0.055,,,,,,,6
,0.19,0.33,,0.035,,,0.99196,,,10.2,
,,,1.5,,,,0.98952,,,,5
7.6,,0.44,3.8,,49.0,,,,,11.6,4
8.3,,,7.9,0.025,,,0.99306,2.93,,11.9,
5.5,0.12,0.33,,0.038,,,,3.25,,9.8,3
5.7,,,1.2,0.036,,89.0,0.99111,3.26,,11.0,
,,,5.3,0.037,36.0,123.0,,,,,
6.4,0.22,0.38,9.1,0.044,,127.0,,2.97,0.3,,5
7.9,0.34,,,0.027,,126.0,0.99124,,0.37,,
6.4,0.22,,9.1,,35.0,127.0,,,,11.0,5
,,0.4,6.3,0.032,40.0,,0.99214,3.18,,,5
,,0.36,5.1,,46.0,145.0,0.9897,,,,
,0.34,,6.5,,47.0,,0.99124,2.96,,,4
5.6,0.42,0.34,2.4,,34.0,97.0,,3.22,,12.8,5
6.4,0.22,,,0.044,,,,2.97,0.3,,5
,0.28,,,0.035,34.0,177.0,,3.33,0.43,,3
6.8,0.45,0.36,,,28.0,,0.991,,,,
6.6,,0.39,,0.031,,98.0,,,,12.9,
6.8,0.21,0.42,,,,126.0,0.99234,3.09,,,4
6.8,,0.24,,0.045,39.0,164.0,0.99402,,,10.8,3
6.4,,0.34,16.05,0.04,56.0,142.0,0.99678,,,10.6,
,,0.23,,,,106.0,0.99458,3.13,0.52,,3
,,,12.4,0.043,52.0,154.0,0.99452,,0.33,12.0,4
6.4,,,,0.041,,,0.99033,3.25,,11.8,3
,0.18,0.45,4.6,0.041,67.0,,0.9927,3.01,,,
5.2,,,,,,74.0,0.99002,,,,4
,0.14,0.33,,0.104,,54.0,,3.19,0.64,11.5,4
,0.13,0.46,1.3,,,111.0,0.99127,,,,3
5.8,0.33,,5.0,,29.0,106.0,,3.13,0.52,,
,,,,,8.0,,,3.0,0.44,,2
,0.35,0.31,2.6,,,,,,0.53,12.8,
9.0,0.38,,,0.102,19.0,,0.99001,,,,3
,,,12.75,,,74.0,0.99386,,,,4
,0.16,0.34,,0.037,,,,,,,4
8.2,,,,0.043,,,,3.04,,12.0,4
,,0.28,,,,151.0,0.9913,,,11.2,
6.6,,,2.65,,,,,,0.39,,5
5.7,0.2,0.3,2.5,0.046,,,0.99276,,0.5,9.9,4
6.8,,0.37,8.2,,,192.0,,,0.52,9.5,4
6.8,,,7.3,0.054,58.0,,,,,9.4,4
,,0.26,,0.047,42.0,119.0,,3.48,0.6,,
6.7,,,6.6,0.056,60.0,150.0,,,,,
,0.21,0.37,7.0,,,107.0,,2.98,0.82,,
,0.31,,,,6.0,79.0,0.99412,,,12.5,
6.2,0.2,,,,,,0.99364,3.18,0.34,11.9,
6.6,,,,0.054,,141.0,,3.26,,10.4,
,,0.28,3.7,0.045,57.0,,,,0.27,,
6.9,0.22,0.39,6.0,,,,0.99123,3.11,,,4
,,,,0.039,43.0,,,,0.4,,5
,,0.29,2.5,0.059,,,0.99328,3.09,,,
6.6,0.34,0.24,3.3,,29.0,,0.99031,,0.4,12.3,
6.4,0.16,0.42,1.0,,29.0,113.0,0.9908,,0.52,11.0,
,,0.42,1.1,,,,,,,12.6,
7.0,,0.35,1.4,0.036,,109.0,,,0.62,11.6,
,0.34,0.24,3.3,,,99.0,,3.1,,,
,0.21,,,,20.0,,0.99146,3.19,,13.4,5
7.6,,0.29,,,37.0,115.0,,,0.37,9.8,3
,0.22,0.41,,,39.0,116.0,,3.18,,11.5,4
7.7,,0.49,,0.037,,139.0,,,0.38,11.6,
,0.25,,,0.039,41.0,,0.9921,,0.4,11.1,5
,,0.35,,0.039,,,0.99216,,0.4,11.0,5
6.7,,,,,,131.0,,3.06,0.54,,4
6.7,,,11.3,0.043,64.0,173.0,,,0.53,,4
7.1,,0.37,,,,105.0,0.99082,,0.33,12.6,
5.3,0.3,,,0.029,,100.0,,,0.36,11.8,6
7.1,,0.4,2.2,,54.0,201.0,,3.03,0.5,11.4,3
7.4,,0.31,14.5,,,193.0,0.9986,,0.5,,
,,,14.5,0.045,,193.0,0.9986,,0.5,,4
7.4,0.19,0.31,14.5,,,,,3.1,0.5,,
,0.19,,14.5,0.045,39.0,193.0,0.9986,,,,
,0.19,,,0.045,,193.0,0.9986,,0.5,9.2,4
,,0.31,14.5,0.045,,193.0,0.9986,,,,4
6.3,0.32,,1.5,,24.0,101.0,,,0.42,,3
7.6,,0.32,18.75,,,193.0,,3.1,,9.3,
,0.26,,3.6,,36.0,,,3.22,0.62,,
5.9,,0.12,,0.035,,247.0,0.99358,,,,
4.2,,0.23,5.1,0.041,64.0,,0.99688,3.42,0.44,,1
8.1,0.24,,10.5,,34.0,105.0,0.99407,,0.42,,
5.8,0.23,,2.0,0.043,39.0,,0.99226,3.21,,,4
7.5,,0.36,2.6,,26.0,126.0,,3.32,,12.7,
,,0.36,9.2,,42.0,,,3.31,,,
,0.15,0.29,,0.044,,,,3.1,,10.2,
6.5,0.32,0.34,,0.044,,91.0,,3.28,0.6,,5
,,0.32,,0.045,,100.0,,3.08,,11.3,5
6.4,0.23,0.32,,,40.0,,,,,,5
,,0.31,,0.039,40.0,129.0,0.99193,3.45,0.59,10.9,3
,,,,,,,0.99226,,0.47,,2
6.6,,0.3,4.6,0.06,,,,,0.49,,
,0.16,0.25,1.4,0.057,,,,,0.44,11.1,
6.6,0.38,,9.2,0.061,,214.0,,3.31,,9.4,
7.4,0.16,0.32,1.4,0.065,23.0,140.0,0.99134,3.06,0.47,,
6.4,0.15,,1.8,0.044,,115.0,,3.1,0.38,,3
6.5,0.32,0.3,,0.051,20.0,127.0,,,,12.8,
6.7,0.12,,,0.039,,,0.99229,3.07,,10.1,
,,,,,,168.0,,,0.45,9.4,4
,0.34,,6.4,,,103.0,0.99148,2.91,0.23,,
6.8,,,2.9,0.046,,,0.9913,,,10.9,5
,0.23,0.31,2.8,,,122.0,0.99126,,0.64,,
6.8,,,2.9,0.046,40.0,121.0,,3.07,,10.9,5
6.6,,0.14,,,35.0,,,,,,
,0.28,0.42,8.2,0.044,60.0,,0.99562,3.14,0.48,9.4,
,0.25,,,0.043,10.0,,0.99128,,0.38,11.4,
5.6,,0.33,,0.044,,,0.98896,3.17,,,6
6.6,0.28,,,,59.0,,,,,,3
6.8,0.17,,1.8,0.04,29.0,,0.98961,2.91,0.57,,5
,,,1.5,,,,,,0.56,,
6.6,0.28,0.41,,0.046,59.0,194.0,,3.14,0.48,,
,0.28,0.42,8.2,,,196.0,,,,9.4,3
6.5,0.25,,7.6,,,,0.99572,3.17,,9.2,
,0.24,,2.3,0.039,,,,3.34,0.44,11.8,4
6.8,,,,0.029,,105.0,,3.0,0.34,12.3,
,,0.37,,0.043,,,0.99128,3.08,,,3
5.6,,,2.9,0.044,21.0,,,3.17,,,6
6.6,0.24,0.28,6.7,,26.0,91.0,0.99172,,,12.3,
6.3,,,,0.032,36.0,93.0,0.99012,3.27,0.36,,5
6.0,,0.3,1.9,,,142.0,,,,12.8,
6.3,0.19,,2.0,0.022,33.0,96.0,,,,,
,0.32,0.3,1.9,0.033,41.0,,,3.29,0.42,12.8,5
9.4,0.24,0.29,,,,208.0,,,,,
6.4,0.35,0.28,,0.039,19.0,124.0,,3.2,0.43,10.6,
6.7,,0.27,5.2,,35.0,96.0,,3.16,0.44,,5
,,,2.1,0.048,,142.0,0.98956,3.22,0.46,,5
6.0,0.19,,1.1,,,152.0,,3.54,,11.1,5
,,0.28,,0.032,,,,,0.64,,5
7.3,0.145,0.33,,0.042,14.0,64.0,0.99012,3.1,,11.8,
6.6,,,,0.058,,,,,,9.1,
,,0.37,,,,74.0,,,0.49,,5
5.8,0.18,,,0.036,,,0.98942,3.16,0.48,,
5.6,,,,0.043,,105.0,,,,,4
